Esn,Localized Device Description,Device Description,Ip,Country,Region Code Display Name,Near Location,Ts
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:b0ba:9092:cb5:7ac8,US,Illinois,CHICAGO,2023-02-20 18:30:02
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:7ca7:a596:60ba:4764,US,Illinois,CHICAGO,2023-02-20 03:00:48
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:f5e5:243f:f6a:7e40,US,Illinois,CHICAGO,2023-02-20 04:16:19
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:b9c0:b5ff:a1f:39df,US,Illinois,CHICAGO,2022-11-13 13:34:28
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:a102:2b92:f5e7:fa01:5ec4:937d,US,Illinois,CHICAGO,2022-11-13 20:23:24
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:604b:ca7e:9ee2:dda,US,Illinois,CHICAGO,2022-11-12 20:08:36
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:9bdc:ed8b:e409:428a:b860:800b,US,Illinois,CHICAGO,2022-11-20 23:02:29
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:143c:86ff:2b7:e709,US,Illinois,CHICAGO,2022-12-24 00:46:01
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:408b:7a40:23b0:b5d1,US,Illinois,CHICAGO,2023-04-16 19:01:41
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:240:cd08:1856:fd14:8401:6ef6:aeb1,US,Illinois,CHICAGO,2023-02-16 19:54:07
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:e919:2358:e7f4:cae,US,Illinois,CHICAGO,2023-02-16 18:48:44
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:f866:9881:8857:7091,US,Illinois,CHICAGO,2022-12-05 05:17:12
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:4122:9041:55a7:4b93,US,Illinois,CHICAGO,2022-10-07 01:44:09
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,98.213.81.186,US,Illinois,CHICAGO,2022-10-07 01:03:15
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:6c84:ecec:c4e8:b454,US,Illinois,CHICAGO,2023-02-25 04:35:43
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:9b86:537b:9521:2997:37f9:c339,US,Illinois,CHICAGO,2023-03-02 16:35:18
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:5dcf:7a53:f58c:e663,US,Illinois,CHICAGO,2022-12-04 21:05:24
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:85b4:114c:b71e:c79,US,Illinois,CHICAGO,2022-12-04 07:22:31
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:e847:c194:cdcc:87c,US,Illinois,CHICAGO,2022-12-03 16:36:23
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:b5d6:1e03:655b:40e2,US,Illinois,CHICAGO,2022-10-19 04:26:18
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:f944:477a:9c26:ea1d,US,Illinois,CHICAGO,2022-10-09 20:38:48
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:2433:455c:9db5:f728,US,Illinois,CHICAGO,2022-10-28 01:44:42
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:a193:7176:d5b3:f48c:9b28:4910,US,Illinois,PEORIA,2022-10-28 01:20:44
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:743c:9592:35cf:eac3,US,Illinois,CHICAGO,2023-04-05 16:37:46
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:8175:1793:76fe:1a6f,US,Illinois,CHICAGO,2023-04-05 04:16:37
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:f046:829f:f88d:1d66,US,Illinois,CHICAGO,2023-04-05 00:16:38
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:9935:9cf2:2bf0:a081,US,Illinois,CHICAGO,2023-04-05 02:19:00
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:ed27:4148:9ff5:723d,US,Illinois,CHICAGO,2023-03-04 07:16:53
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:350e:9bbf:10a:a661,US,Illinois,CHICAGO,2023-01-30 04:31:19
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:4073:69c0:845a:f809,US,Illinois,CHICAGO,2023-02-21 05:33:35
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:44ed:89b2:eb01:a113,US,Illinois,CHICAGO,2023-02-21 05:58:50
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:b581:5fd3:422c:3f1c,US,Illinois,CHICAGO,2022-11-03 14:14:47
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:ac07:fde6:3444:ccd8,US,Illinois,CHICAGO,2022-11-07 16:11:47
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:11ec:ebd8:82c1:f21d,US,Illinois,CHICAGO,2022-11-07 02:01:52
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:98ee:222d:7a13:4407,US,Illinois,CHICAGO,2023-02-15 19:45:23
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:240:cd08:3a43:587c:593e:6c8a:4342,US,Michigan,NILES,2023-02-15 20:13:43
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:b069:b5e7:6f42:bc8e,US,Illinois,CHICAGO,2022-10-20 01:57:43
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,73.247.17.20,US,Illinois,WILMETTE,2022-11-05 15:23:47
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:283c:b2e9:d71d:67ee,US,Illinois,CHICAGO,2023-04-08 16:23:43
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:a11e:d33d:d0a9:24b:a21c:683d,US,Illinois,MONMOUTH,2023-04-04 23:49:48
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:855c:1792:41aa:818b,US,Illinois,CHICAGO,2023-04-03 14:35:21
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:5188:9cc3:e54d:9e59,US,Illinois,CHICAGO,2023-04-04 16:34:37
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:8dd0:12d6:73d1:55c2,US,Illinois,CHICAGO,2022-11-02 20:23:56
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:39ed:7f87:980f:a2a4,US,Illinois,CHICAGO,2022-10-23 21:50:33
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:ac45:8e76:5963:f2df,US,Illinois,CHICAGO,2023-02-27 21:48:11
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:75a3:e6bb:1622:a0f8,US,Illinois,CHICAGO,2022-10-25 15:14:53
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:b884:9eef:2e1a:6b34,US,Illinois,CHICAGO,2022-10-24 14:10:59
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:f475:4f82:2103:6e23,US,Illinois,CHICAGO,2022-11-01 17:09:03
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:6897:8fb4:ab60:35c,US,Illinois,CHICAGO,2023-01-01 20:40:31
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:d1cb:8f61:a88d:706,US,Illinois,CHICAGO,2023-03-26 23:31:57
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:d29:8f42:dcbc:8f16,US,Illinois,CHICAGO,2023-01-28 14:53:21
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:f941:1d8d:7203:bcb5,US,Illinois,CHICAGO,2023-03-19 14:20:41
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:247a:b7d:3f18:2c2,US,Illinois,CHICAGO,2022-11-10 23:30:51
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:a858:f4c1:8a96:e196,US,Illinois,CHICAGO,2023-03-24 21:03:04
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:2ce2:e5b7:b17d:e368,US,Illinois,CHICAGO,2023-03-24 06:36:25
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:79b7:c648:f366:fb98,US,Illinois,CHICAGO,2022-12-01 03:23:50
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:6c56:c969:aa6d:47f7,US,Illinois,CHICAGO,2022-10-13 03:47:29
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:a1fa:669c:9f9c:452f,US,Illinois,CHICAGO,2022-10-13 20:06:47
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,15.181.177.244,US,Virginia,ASHBURN,2023-03-31 05:55:52
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:f016:ce23:8868:ac41,US,Illinois,CHICAGO,2022-12-06 04:39:09
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:204a:bf82:67cb:92c7,US,Illinois,CHICAGO,2022-12-06 19:45:55
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:180b:c021:d90d:4e39,US,Illinois,CHICAGO,2022-10-30 22:06:18
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:10a0:c103:9a15:b755,US,Illinois,CHICAGO,2023-03-31 16:53:40
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:240:cd08:8f75:c49e:19a2:1c82:d895,US,Illinois,DEKALB,2023-03-31 05:15:55
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:5019:1ae2:1e90:561a,US,Illinois,CHICAGO,2022-10-10 19:01:09
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:4db7:6c98:c6b:f68c,US,Illinois,CHICAGO,2022-12-07 02:31:53
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:166:c3e:e7ba:3e35,US,Illinois,CHICAGO,2023-02-28 21:00:09
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:90f4:71fc:e654:460b,US,Illinois,CHICAGO,2023-02-28 05:02:05
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:98ef:a706:c7fa:c4c3,US,Illinois,CHICAGO,2022-11-09 03:14:24
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:b05a:1fad:63ca:194a,US,Illinois,CHICAGO,2022-10-16 02:43:49
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:fd29:1417:5b50:3ab7,US,Illinois,CHICAGO,2022-10-16 02:18:10
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:9c85:8042:fa55:e451,US,Illinois,CHICAGO,2022-11-29 03:16:42
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:9056:973d:fcb4:30a,US,Illinois,CHICAGO,2022-11-29 03:19:59
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:d11d:de1a:654d:d6ba,US,Illinois,CHICAGO,2023-03-07 14:51:34
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:79ea:a99f:1797:84e6,US,Illinois,CHICAGO,2023-01-08 22:19:42
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:f5b7:e12b:de77:910,US,Illinois,CHICAGO,2023-03-23 03:16:27
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:212c:6cb1:bf37:9fed,US,Illinois,CHICAGO,2023-03-23 17:45:00
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2607:fb90:a127:8b66:ec50:96a0:1fca:6c0e,US,Illinois,CHICAGO,2023-03-23 23:23:08
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:240:cd08:a13:d8df:e230:81e7:8375,US,Illinois,DOLTON,2023-02-18 17:55:35
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:240:cd08:2437:e5aa:5369:c426:cbd,US,Illinois,PEORIA,2023-02-18 06:31:30
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:e4ce:2298:8ad5:4526,US,Illinois,CHICAGO,2022-12-25 03:30:09
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:241:8701:a5e0:30d1:79ba:3df0:9343,US,Illinois,CHICAGO,2022-11-10 04:34:39
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:c0a1:947e:159:515a,US,Illinois,CHICAGO,2023-04-14 03:30:47
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:a81d:60a6:24b9:14c4,US,Illinois,CHICAGO,2023-04-14 13:26:02
NFAPPL-02-IPHONE14=2-9B7175A22F1C8EC3BD7DADEB768E5979695789E62711D3C27675E1935CBC7196,APPLE_iPhone14-2,APPLE_iPhone14-2,2601:249:8400:bea0:a5bf:435c:44da:2b40,US,Illinois,CHICAGO,2023-04-02 00:59:15
NFAPPL-02-IPHONE15=2-99B54E830886E61A52C63401ADB27E0E493D14E2D6826B5DF14D40F106EEFCF7,APPLE_iPhone15-2,APPLE_iPhone15-2,2600:1015:b049:55c0:8046:5614:95b2:fabf,US,Indiana,NOBLESVILLE,2023-04-26 18:16:35
NFAPPL-02-IPHONE15=2-99B54E830886E61A52C63401ADB27E0E493D14E2D6826B5DF14D40F106EEFCF7,APPLE_iPhone15-2,APPLE_iPhone15-2,98.193.90.125,US,Illinois,CHICAGO,2023-03-10 18:45:58
NFAPPL-02-IPHONE15=2-99B54E830886E61A52C63401ADB27E0E493D14E2D6826B5DF14D40F106EEFCF7,APPLE_iPhone15-2,APPLE_iPhone15-2,98.46.108.150,US,Illinois,CHICAGO,2023-03-31 04:45:03
NFAPPL-02-IPHONE15=2-E45DBCF73A013E902E1FEA69D0366A3018729C1F738B2D9B229D4B6B0645D7A7,APPLE_iPhone15-2,APPLE_iPhone15-2,12.51.60.163,US,Michigan,WYOMING,2023-05-16 00:56:35
NFAPPL-02-IPHONE15=2-E45DBCF73A013E902E1FEA69D0366A3018729C1F738B2D9B229D4B6B0645D7A7,APPLE_iPhone15-2,APPLE_iPhone15-2,98.193.90.125,US,Illinois,CHICAGO,2023-06-01 02:37:33
NFAPPL-02-IPHONE15=2-E45DBCF73A013E902E1FEA69D0366A3018729C1F738B2D9B229D4B6B0645D7A7,APPLE_iPhone15-2,APPLE_iPhone15-2,2600:1007:b14f:6761:a4a1:984a:5556:79fb,US,Michigan,MADISON HEIGHTS,2023-07-11 14:33:30
NFAPPL-02-IPHONE15=2-E45DBCF73A013E902E1FEA69D0366A3018729C1F738B2D9B229D4B6B0645D7A7,APPLE_iPhone15-2,APPLE_iPhone15-2,2600:1008:b08d:68de:89c6:3224:affe:9089,US,Illinois,BEECHER,2023-08-01 19:48:34
NFAPPL-02-IPHONE15=2-E45DBCF73A013E902E1FEA69D0366A3018729C1F738B2D9B229D4B6B0645D7A7,APPLE_iPhone15-2,APPLE_iPhone15-2,2601:240:cd08:6c7f:6052:ea87:7c78:5245,US,Illinois,ELGIN,2023-07-17 06:12:48
NFCDCH-02-K915V5DAW4H0RDQNDM2KE4X1CJPFQN,chrome-cadmium,chrome-cadmium,2601:249:8400:bea0:c46b:940a:af7f:30f0,US,Illinois,CHICAGO,2023-06-19 17:59:36
NFCDCH-MC-F24UH4W527P89VJVGAR27JWALKLE8N,chrome-cadmium,chrome-cadmium,2601:240:cd08:a706:b490:ac2a:1e16:b08e,US,Illinois,CHICAGO,2023-02-25 17:01:42
NFXBSX-02-1TPPMB6RH95ZGTM9WZCTHSPP003R9DVD5UDFWW38ECNDV7FT2Y07,Xbox%20Series%20S%20Polaris,Xbox%20Series%20S%20Polaris,98.193.90.125,US,Illinois,CHICAGO,2022-10-21 02:51:49
NFXBSX-02-1TPPMB6RH95ZGTM9WZCTHSPP003R9DVD5UDFWW38ECNDV7FT2Y07,Xbox%20Series%20S%20Polaris,Xbox%20Series%20S%20Polaris,98.193.90.125,US,Illinois,CHICAGO,2022-10-21 02:51:40
NFXONE-02-7JA988FM8ETE3HCNSV1DCZ47P2MKCTZ8XSA5D225HE19WPCDZS,Xbox One Polaris,Xbox One Polaris,98.193.90.125,US,Illinois,CHICAGO,2022-10-05 03:38:39
RKU-8XXXX-YK00E6078266,Hisense_8225X,Hisense_8225X,187.214.43.29,MX,Morelos,JIUTEPEC,2023-01-17 04:26:47
RKU-8XXXX-YK00E6078266,Hisense_8225X,Hisense_8225X,187.214.42.169,MX,Morelos,CUERNAVACA,2023-06-28 04:26:29
RKU-8XXXX-YK00E6078266,Hisense_8225X,Hisense_8225X,187.214.42.169,MX,Morelos,JONACATEPEC,2023-06-19 04:53:34
RKU-8XXXX-YK00E6078266,Hisense_8225X,Hisense_8225X,187.214.42.42,MX,Morelos,CUERNAVACA,2023-01-10 20:23:08
